title,totalScore,reviewsCount,street,city,countryCode,website,phone,categoryName,url
Sushi Point - Sheen,4.6,56,69 Sheen Ln,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJv38GkZgPdkgRfRaAAuRcMNg
Sushi Shop BATTERSEA,4.6,67,142 Northcote Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJU4iAikgFdkgRkXqGl0UhuKM
Kokoro Putney,4.1,559,156 Putney High St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJz9TSAhIPdkgRQz3nWo2iqMc
Sushi Daily Balham,2.3,3,Balham High Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJl0GFYP0FdkgRwz6RmwVmZos
Wasabi Sushi & Bento,3.8,22,"Unit 8, Clapham Junction",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJJcSkfGoFdkgRlQLMwoSCsb0
SATORi Kitchens - Kingston Hill,4.1,8,49 Kingston Hill,Kingston upon Thames,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJUcm7zuMLdkgRPFgxBH1hBtc
Sushi Express,3.6,76,348 Battersea Park Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJv7wOzp0FdkgRZOjfir9mjDY
Sushi Daily East Sheen,4.8,8,292 Upper Richmond Rd W,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJJ7g_BNwPdkgRzqBEkCY7K7k
Sushi Daily Clapham Junction,4,2,40-44 St John's Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJG_CyDHkFdkgRIRIXFqAuEWs
Sushi & Friends Ltd,,0,2 Farnan Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJVVWBYpsGdkgRAVwkhpbRN6w
Sapporo Ichiban,4.4,346,13 Catford Broadway,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJXanBQBYCdkgRyDsktYeyLwA
Kyo ya Sushi,4,2,84 Nunhead Grove,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJv7saxK8DdkgRnnRp3nbuNFI
Kurisu Omakase,4.9,91,58D Atlantic Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJEy90jC4FdkgRbDp-IFD2BQA
Takeshi sushi,4.4,76,"5 Lewisham Way, New Cross Rd",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ9w-r9McDdkgRcVuzC9w5D70
Sushi Essence Kennington,4.1,57,334A Kennington Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJf_b_C88FdkgRktEIL7c19Po
Toro sushi,4.4,33,585 Wandsworth Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJj8LcfgsFdkgRSfw7X5P0UFU
Sushi Daily Beckenham,3.5,4,1 Southend Rd,Beckenham,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJaW4tUh0BdkgRkUNZfBFgggQ
"Gourmet Sushi, Spitalfields",4.1,129,36 Goulston St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJR197lrUcdkgRWp6-CYHbn6I
KINOME SUSHI,4.8,123,38 Philip Ln,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJdynFc3IddkgRuE73jyudbGw
Zen Mondo,4.4,331,326 Upper St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJsbsknGcbdkgRCYV9C5L6Ze4
Sushi Daily,4.7,3,151 E Ferry Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ-6neltoDdkgRWdBYzQSO72c
Wasabi Sushi & Bento,3.8,416,Unit 45 Waterloo Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJcYID0rkEdkgRdFuZtzWM-Z4
Sushi Aaki,,0,50B Hanbury St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJScfT4rUcdkgRXOpm97IG7GE
CHŪŌ Sushi Shoreditch,4.8,80,20 Paul St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJr2kCqFoddkgRnyTYFYyxsw0
You Me Sushi,4.1,178,180 Grays Inn Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJTSajBUgbdkgRGLFUpzbA_Yo
Shinobi Sushi - Archway,4.3,214,85 Junction Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ-QuRHqwbdkgRT1DJfJC_tm8
E B I Sushi Ltd,,0,50A Hanbury St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJvaJ2_bUcdkgRBf1yPHVMnzE
Sushi Chef,3.9,33,"Entrance From Back, 193 Ilford Ln",Ilford,GB,,,Japanese restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ5zy-SCGn2EcRr50Lru4bGyU
Let’s do Maki - Sushi & Bowls,5,71,6 Calvert Ave,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ-67Bu96NdUgR0EfSwJTK92c
Sushi Daily Clerkenwell,5,3,174 St John St,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJaaI8TiAbdkgR6W6N2VMza6s
UNI Restaurant,4.1,215,"The Tophams Hotel, 24-32 Ebury St",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJuc7kLiIFdkgRi-FMEXx0LTU
Sushi Land,,0,"228 B High Road Ilford, Greater",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJKdVPdYmm2EcRTAvzu1yXSmY
Sushi Corner,2.3,7,191 Ilford Ln,London,GB,,,Japanese restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJx5h1mM2n2EcRvCH_tpDirhU
Shinobi Sushi - Clapham,4.1,15,182 Lavender Hill,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJfwaCZhIFdkgRaRRwiDNVRLs
Itabashi Japanese Izakaya,4.6,293,3 Church Rd,Teddington,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJZaN_Z3wLdkgRJwou0jWcU_Q
Dozo,3.8,926,68 Old Brompton Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJYRNN72cFdkgRM_8-LtHwok8
Kokoro Clapham Junction,4.1,135,81 St John's Rd,London,GB,,,Japanese restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJrTRAhKEFdkgRZStG3_xs2os
Sushi Shop,3.8,103,28 Hill St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJXTw2e0cMdkgRzAQKs57wxKo
Toko Diner,4.1,95,21 Abbotsbury Rd,Morden,GB,,,Japanese restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ7y4MZpwIdkgRAkbQtfWNwec
IRO Sushi,4.4,220,85 Lillie Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJJaoK9SUPdkgRP2BWB2-cTUM
Waka Waka Sushi (Battersea),4,12,545a Battersea Park Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJq5rVpZkFdkgRbhVCCDfhIYg
itsu - Richmond,4.2,561,39 George St,Richmond,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJtfPobDgMdkgRLn9KX6HdRKM
Chisou Japanese Restaurant Knightsbridge,4.4,453,31 Beauchamp Pl,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ3b-ufD8FdkgRdJeO5Q3al0M
Sushi Daily Putney,4.7,10,"Exchange Shopping Centre, Putney High St Putney",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJV_kMkFQPdkgRd7azBxYKEnA
Sushi Daily Twickenham,3.8,4,50 London Rd,Twickenham,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ0wUu2vYNdkgRyojDr8zcF68
Sushi Bar Makoto,4.6,433,57 Turnham Green Terrace,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJwy5DeD8OdkgREXPXtC_1XfE
Sushi Daily,3,2,Lower Richmond Rd.,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJITAA67oNdkgRfQcyrCyH97k
Ikeda,4.3,204,30 Brook St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJSwpbZCsFdkgRe4uSBd3GNuM
Rion's sushi,,0,291 Barking Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJs7GWUEin2EcRuU1pN6Bs8Hs
Little Lotus,3.8,35,"17&Central, Selborne Rd",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJWbYBc3kddkgRkDqO8EZRHxw
Hayashi Sushi & Bubble Tea,4.9,53,521 Roman Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJe4AKKLUddkgRDsDMdxqZg4w
Kawaii Sushi Japanese Takeaway (Delivery 3 Miles),5,2,17 Catford Hill,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJhWuQrmsDdkgRs28J7YHO0yc
itsu - Brixton,4,47,512 Brixton Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJP251mdkFdkgRTb-K81quhCw
Happy Sushi Takeaway,4.8,317,25 Lewisham Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJI_docGICdkgRBzD6TDslfHE
Kitcho Greenwich,4.1,512,57 Greenwich High Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJw3IftosCdkgRsqV7s49oabU
ICHI Sushi & Sashimi Bar,4.1,148,"Park Plaza Westminster Bridge London, 200 Westminster Bridge Rd",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJR_x6mrgEdkgRAfnjjyezKIw
Sticks’n’Sushi - Victoria,4.4,776,3 Sir Simon Milton Sq,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJm-Kq5CAFdkgR23Up1YPYZxU
A One Sushi - Market Stalls Peckham,4.9,65,133a Rye Ln,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJAf-G-b4DdkgRW-t5rywbswY
Iro Sushi (Blackheath),3.9,166,110 Blackheath Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJo6cBaNmp2EcR23GvJ_DFoIk
M and D Japanese Deptford,4.5,358,117 Deptford High St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJG2GUhvQCdkgRiQCS5n_7NVA
TOKYO SUSHI,,0,585 Wandsworth Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJJ-mkHUwFdkgRpgwStWKKc-E
Sushi World,4,292,12 Burnt Ash Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJkatly9yp2EcRiCJk9pZKrOw
Morinoya,4.5,333,1 Gillingham St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJY5GSBcIFdkgRMB1OnNGVZuA
Royal Sushi,3.6,35,70 Buckingham Gate,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJD1qVoNMFdkgRYrjXPdWooIc
Kadoshi Sushi,3.9,8,109 Turle Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJdz4X8tYHdkgRUXkPB_rSdUg
You Me Sushi,4.1,323,113 Earls Ct Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJaxaBTPMPdkgR6Z2WjSGwUpc
Yashin Sushi,4.2,417,1A Argyll Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJUVPkFvEPdkgRc8_PPuT1Rgs
Yashin Ocean House,4.2,479,"117, 119 Old Brompton Rd",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJV6l34GYFdkgRVvFHSJPP_NI
Wasabi Sushi & Bento,4.1,621,21 Old Brompton Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJhZAKIGgFdkgRPOomnp8XvRI
Sushi Daily Fulham,5,1,402 North End Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJtUq0BEoPdkgRp_ERvot7Smc
Wasabi Sushi & Bento,3.8,382,"28, The Broadway Shopping Centre, Hammersmith Broadway",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJmfLojLcPdkgRnTVG1sfzt8U
Tosa,4.3,360,332 King St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJOVU94EkOdkgRD5xVbv9b6r8
Rokkon Japanese Restaurant,4.7,193,4 Devonshire Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJmbhiXkAOdkgRSwC2GCVa09k
You Me Sushi,4,89,32 Church St,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJmbiYRRcNdkgRbv6dVh_vZSA
Mai Sushi,4.4,817,36-38 Chalton St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJS6eatSQbdkgRAVywkZA8Z7I
You Me Sushi,4,282,31 Turnham Green Terrace,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJY-WggUAOdkgRSXGCiVKE-cA
Go Kyoodai Sushi,4.9,62,"Unit 20, Talina Centre, Bagleys Lane kitchen 01",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJNYGFGN8FdkgR81TRZohVU2w
Yami Restaurant,4.1,865,69 High St,New Malden,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ-8MWHxMJdkgR6oNMxT5S3g4
Wasabi Sushi & Bento,3.8,480,"Unit 31, Victoria Station, Buckingham Palace Rd",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJb5WrCN8EdkgR3wuklWUKzSM
Sticks'n'Sushi Covent Garden,4.5,3085,11 Henrietta St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ2yS7dMwEdkgRFKhwVFl6onA
Sushi Zone,2.9,36,191 Carlisle Ln,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ4ZLszlQFdkgRfrQrULix0Do
Montagu's Sushi,4.8,151,26 London Rd,Bromley,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJPblBunKq2EcRF8K6Cg5IY2I
JAPANESE YAMA SUSHI,4.4,89,6 Trinity St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJX2o1K6kFdkgRfwo34JMwG4M
Feng Sushi Camberwell,4.8,85,"Camberwell Trading Estate, Unit 5, 117-119 Denmark Rd",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJBTZ__CMFdkgReWKK3l5ILE8
Sushi Daily Battersea,5,20,"1 Nine Elms Ln, New Union Square",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJGS2ozXYFdkgR_mZc87vLoFg
SUSHI HANDROLL,4.3,4,190 Dartmouth Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJkwi2AfUDdkgRdF914nrhc3U
Wasabi Sushi & Bento,4.1,132,161 Victoria St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ4yDxUAcFdkgRu26o_ZXPoP0
JAPANESE YAMA SUSHI (Meal Deliver 3 Miles),4,4,585 Wandsworth Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJsU4wsqwFdkgRQuDt77w8Rbs
Sushi Momoda,4.3,86,"Surrey Quays Shopping Centre, Redriff Rd",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJg7PD-t8CdkgRWQRs9n_MTvU
Sushi Sashimi,4.4,166,169-170 Blackfriars Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJbzVMjFUFdkgRpXbmy8GSPxw
itsu - Kings Road,4.2,878,47 King's Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ70FY7BQFdkgR2SOaN_pGCDM
OKA Chelsea,4.4,478,251 King's Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJiz_L9W4FdkgRAt1D1h5FiLM
The Sushi Kitchen,4.2,6,"Unit 20B, Abbey Business Centre, Ingate Pl",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ620nI18FdkgR9yGurvLmNMs
Wawa,4.4,347,173 Tower Bridge Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJlSctTEQDdkgRcS-MDLw-Fy8
Xentro Kitchen,4.5,60,128 High St,Beckenham,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJSfgHjMABdkgRr0n9q4TMnEU
Wasabi Sushi & Bento,3.9,427,56-58 Brompton Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJnTsq7TgFdkgRnhBt2NmQmec
Iro Sushi Stoke Newington,4.4,28,210 Stoke Newington High St,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJQyWiR2YddkgRHR8-FdcmGcQ
Yida Sushi,4.6,245,246 St Paul's Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJTzOZrXwbdkgRPcqtGgq1gW4
Kata! Japanese Restaurants,3.8,80,125 W Green Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJEaCSpxEcdkgRfcWw9JxbZOY
Ohba Leaf Kitchen HACKNEY,4.5,55,"64-66Brooksby, s Walk",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJfRCrUWwddkgRxN4-9SfE6Zk
O My Sushi,4.2,35,250 High Rd,London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJsy9y7WoddkgRUQVMCLXeiZ0
Hana Sushi,4.6,520,150A Seven Sisters Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJZ6xZvp4bdkgR8vbvIUnkPkw
Okiko Sushi,,0,42 East St,Bromley,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJAQBPiGyq2EcRSXpTVFlCL_4
itsu - Southwark (Bankside),4.2,490,"The Harlequin Building, 65 Southwark St",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJiYfsSq8EdkgRoECHwcA8b50
itsu - Victoria Street 163,4.2,560,163 Victoria St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJtXZRACEFdkgRYCAdORFftMI
ikigai japanese and korean cuisine,4.7,116,220 Lower Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJKTjRAZcDdkgRAAxKZQPPTOQ
Sushi Daily Bressenden Place,4.5,2,"Verde Building, 10 Bressenden Pl",London,GB,,,Sushi takeaway,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ4_DfSTIFdkgR5Rq1wii3mW8
Wasabi Sushi & Bento,4,533,33 Shaftesbury Ave,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJawSAvNMEdkgRbWVOB-NnCgY
itsu - Victoria Street 53,4.2,848,53 Victoria St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJ1Rr1aNwEdkgR3CW4gvXJ2To
Ginza St. James's - Japanese Restaurant,4.3,569,15 Bury St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJb_ccUtYEdkgRma0-dSpseFk
Kulu Kulu Sushi,4.3,1227,76 Brewer St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJL6JJPtQEdkgRafJBRMlhsHM
Sushi Venture Partners,,0,99-109 Lavender Hill,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJwdleU6QFdkgRR2rc-cnnYHg
Fujimama Sushi,4.8,26,204A Blackstock Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJk3mbOx4bdkgRRGnn09fcUUM
Sushimo Japanese Restaurent,4.4,235,"19 Westbury Ave, Turnpike Ln",London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJAUw_pB8bdkgRkD-NRpD_sdg
Tashi Sushi,4.4,156,"Kiosk 3, Whitgift Centre",Croydon,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJV9oonjEHdkgRiTJqcsya35o
Akari,4.3,531,196 Essex Rd,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJiVMtkmEbdkgRxQZdRMGQVwI
Sanjugo,4.7,1832,35 Scrutton St,London,GB,,,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=sushi restaurant&query_place_id=ChIJG0g31q8cdkgR51BaT2CzTKM
